Yahoo Symbol,Company Name,BSE Code
506945.BO,Indo Gulf Industries Ltd,506945
506947.BO,Advance Petrochemicals Ltd,506947
506975.BO,Rajasthan Petro Synthetics Ltd,506975
506979.BO,Apt Packaging Ltd,506979
506981.BO,Bluechip Tex Industries Ltd,506981
507155.BO,Jagatjit Industries Ltd,507155
507180.BO,Kesar Enterprises Ltd,507180
TI.NS,Tilaknagar Industries Ltd,507205
507265.BO,Emerald Leisures Ltd,507265
507300.BO,The Ravalgaon Sugar Farm Ltd,507300
SAKHTISUG.NS,Sakthi Sugars Ltd,507315
507410.BO,Walchandnagar Industries Ltd,507410
507438.BO,IFB Agro Industries Ltd,507438
507474.BO,Kothari Fermentation & Biochem Ltd,507474
507486.BO,Caprolactam Chemicals Ltd,507486
GMBREW.NS,GM Breweries Ltd,507488
RANASUG.NS,Rana Sugars Ltd,507490
507498.BO,Piccadily Sugar & Allied Industries Ltd,507498
SDBL.NS,Som Distilleries & Breweries Ltd,507514
507515.BO,CJ Gelatine Products Ltd,507515
ASALCBR.NS,Associated Alcohols & Breweries Ltd,507526
507530.BO,Thakkers Group Ltd,507530
507543.BO,Coromandel Agro Products & Oils Ltd,507543
507552.BO,Foods & Inns Ltd,507552
IVP.NS,IVP Ltd,507580
507598.BO,Kovilpatti Lakshmi Roller Flour Mills Ltd,507598
507609.BO,Olympic Oil Industries Ltd,507609
507621.BO,Milkfood Ltd,507621
507645.BO,Polson Ltd,507645
507663.BO,Signature Green Corporation Ltd,507663
WIPRO.NS,Wipro Ltd,507685
507690.BO,Orient Beverages Ltd,507690
DHANUKA.NS,Dhanuka Agritech Ltd,507717
TTKHLTCARE.NS,TTK Healthcare Ltd,507747
507753.BO,TGV Sraac Ltd,507753
507759.BO,Lime Chemicals Ltd,507759
507779.BO,Kanpur Plastipack Ltd,507779
507785.BO,Tainwala Chemicals and Plastics (India) Ltd,507785
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Ltd,507789
507794.BO,Khaitan Chemicals & Fertilizers Ltd,507794
507808.BO,United Leasing & Industries Ltd,507808
507813.BO,National Oxygen Ltd,507813
GILLETTE.NS,Gillette India Ltd,507815
507817.BO,Wires & Fabriks SA Ltd,507817
507828.BO,Ansal Housing Ltd,507828
507833.BO,Computer Point Ltd,507833
507836.BO,Mac Charles India Ltd,507836
507852.BO,Addi Industries Ltd,507852
507864.BO,Pioneer Investcorp Ltd,507864
507872.BO,Ashnoor Textile Mills Ltd,507872
507878.BO,Unitech Ltd,507878
VIPIND.NS,VIP Industries Ltd,507880
FIBERWEB.NS,Fiberweb India Ltd,507910
507912.BO,LKP Finance Ltd,507912
507917.BO,East Buildtech Ltd,507917
507938.BO,Manipal Finance Corporation Ltd,507938
507944.BO,Bajaj Steel Industries Ltd,507944
507946.BO,Kiduja India Ltd,507946
507948.BO,Key Corporation Ltd,507948
507952.BO,Shikhar Leasing & Trading Ltd,507952
507960.BO,Gujarat Hotels Ltd,507960
507962.BO,Fynx Capital Ltd,507962
507966.BO,Ras Resorts & Apart Hotels Ltd,507966
507968.BO,Jolly Plastic Industries Ltd,507968
507970.BO,Paramount Cosmetics India Ltd,507970
507981.BO,Jindal Hotels Ltd,507981
507984.BO,SER Industries Ltd,507984
507987.BO,Jupiter Industries & Leasing Ltd,507987
507998.BO,Simmonds Marshall Ltd,507998
508136.BO,B & A Ltd,508136
508486.BO,Hawkins Cookers Ltd,508486
508494.BO,Warren Tea Ltd,508494
508571.BO,Cochin Malabar Estates & Industries Ltd,508571
508664.BO,Best Eastern Hotels Ltd,508664
508670.BO,Neelamalai Agro Industries Ltd,508670
508807.BO,I S T Ltd,508807
COSMOFIRST.NS,Cosmo First Ltd,508814
508867.BO,New Markets Advisory Ltd,508867
APOLLOHOSP.NS,Apollo Hospitals Enterprise Ltd,508869
508875.BO,Nitin Castings Ltd,508875
508905.BO,Nexome Capital Markets Ltd,508905
508906.BO,Everest Industries Ltd,508906
508918.BO,Ironwood Education Ltd,508918
508922.BO,MSR India Ltd,508922
508929.BO,Avishkar Infra Realty Ltd,508929
AYMSYNTEX.NS,AYM Syntex Ltd,508933
508941.BO,Panasonic Carbon India Company Ltd,508941
508954.BO,Finkurve Financial Services Ltd,508954
508956.BO,HB Leasing & Finance Company Ltd,508956
508961.BO,Shricon Industries Ltd,508961
508963.BO,Trustwave Securities Ltd,508963
508969.BO,Sulabh Engineers & Services Ltd,508969
508980.BO,Frontier Capital Ltd,508980
NAVNETEDUL.NS,Navneet Education Ltd,508989
508993.BO,Kedia Construction Company Ltd,508993
509003.BO,Transoceanic Properties Ltd,509003
509009.BO,AuSom Enterprise Ltd,509009
509015.BO,Thakral Services India Ltd,509015
509020.BO,Ruchi Infrastructure Ltd,509020
509024.BO,Golden Legand Leasing & finance Ltd,509024
509026.BO,VJTF Eduservices Ltd,509026
509038.BO,Voltaire Leasing & Finance Ltd,509038
509040.BO,Netlink Solutions India Ltd,509040
509046.BO,Triliance Polymers Ltd,509046
LANCORHOL.NS,Lancor Holdings Ltd,509048
509051.BO,Indian Infotech & Software Ltd,509051
509053.BO,Banas Finance Ltd,509053
509055.BO,Visaka Industries Ltd,509055
509073.BO,Hathway Bhawani Cabletel & Datacom Ltd,509073
GUFICBIO.NS,Gufic Biosciences Ltd,509079
509084.BO,Photon Capital Advisors Ltd,509084
GRPLTD.NS,GRP Ltd,509152
509162.BO,Indag Rubber Ltd,509162
509196.BO,MM Rubber Company Ltd,509196
PTL.NS,PTL Enterprises Ltd,509220
TVSSRICHAK.NS,TVS Srichakra Ltd,509243
509423.BO,Sanathnagar Enterprises Ltd,509423
509438.BO,Benares Hotels Ltd,509438
509449.BO,Bhagawati Oxygen Ltd,509449
509470.BO,Bombay Oxygen Investments Ltd,509470
509472.BO,Cravatex Ltd,509472
509480.BO,Berger Paints India Ltd,509480
509486.BO,Caprihans India Ltd,509486
GRAPHITE.NS,Graphite India Ltd,509488
ITDCEM.NS,ITD Cementation India Ltd,509496
509525.BO,Empire Industries Ltd,509525
509546.BO,Graviss Hospitality Ltd,509546
GARFIBRES.NS,Garware Technical Fibres Ltd,509557
509563.BO,Garware Marine Industries Ltd,509563
GOACARBON.NS,Goa Carbon Ltd,509567
509597.BO,Hardcastle & Waud Manufacturing Company Ltd,509597
HEG.NS,HEG Ltd,509631
HINDCOMPOS.NS,Hindustan Composites Ltd,509635
509650.BO,Hindustan Housing Company Ltd,509650
BIRLANU.NS,Birlanu Ltd,509675
INDIANCARD.NS,Indian Card Clothing Company Ltd,509692
INTLCONV.NS,International Conveyors Ltd,509709
JAYSREETEA.NS,Jay Shree Tea & Industries Ltd,509715
509732.BO,Kothari Industrial Corporation Ltd,509732
509760.BO,Modern Shares & Stockbrokers Ltd,509760
509782.BO,Oseaspre Consultants Ltd,509782
HUHTAMAKI.NS,Huhtamaki India Ltd,509820
509835.BO,Premier Synthetics Ltd,509835
509845.BO,RJ Shah & Company Ltd,509845
509870.BO,Shah Construction Company Ltd,509870
SHALPAINTS.NS,Shalimar Paints Ltd,509874
509887.BO,Sinnar Bidi Udyog Ltd,509887
509895.BO,Hindoostan Mills Ltd,509895
509910.BO,Southern Gas Ltd,509910
509917.BO,Technojet Consultants Ltd,509917
SUPREMEIND.NS,Supreme Industries Ltd,509930
509945.BO,Thacker & Company Ltd,509945
509960.BO,UP Hotels Ltd,509960
VSTIND.NS,VST Industries Ltd,509966
510245.BO,Swasti Vinayaka Synthetics Ltd,510245
511000.BO,Madhusudan Securities Ltd,511000
511012.BO,Yamini Investments Company Ltd,511012
511018.BO,Milgrey Finance & Investments Ltd,511018
511034.BO,Jindal Drilling & Industries Ltd,511034
511048.BO,Kusam Electrical Industries Ltd,511048
511060.BO,Jumbo Finance Ltd,511060
511066.BO,Sakthi Finance Ltd,511066
511074.BO,Easy Fincorp Ltd,511074
AEROENTER.NS,Aeroflex Enterprises Ltd,511076
511092.BO,JMD Ventures Ltd,511092
511096.BO,Tivoli Construction Ltd,511096
SHIVATEX.NS,Shiva Texyarn Ltd,511108
511110.BO,V B Desai Financial Services Ltd,511110
511116.BO,Quadrant Televentures Ltd,511116
511122.BO,First Custodian Fund India Ltd,511122
511131.BO,Kamanwala Housing Construction Ltd,511131
511147.BO,WSFx Global Pay Ltd,511147
511153.BO,Anjani Foods Ltd,511153
511169.BO,RKD Agri & Retail Ltd,511169
511176.BO,Parshwanath Corporation Ltd,511176
511185.BO,Rajvi Logitrade Ltd,511185
511187.BO,Millennium Online Solutions ( India ) Ltd,511187
511194.BO,ICDS Ltd,511194
CANFINHOME.NS,Can Fin Homes Ltd,511196
511200.BO,Munoth Capital Markets Ltd,511200
IVC.NS,IL&FS Investment Managers Ltd,511208
SHRIRAMFIN.NS,Shriram Finance Ltd,511218
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Ltd,511243
511246.BO,Bombay Talkies Ltd,511246
511254.BO,Sagar Systech Ltd,511254
511260.BO,Iconik Sports And Events Ltd,511260
VLSFINANCE.NS,VLS Finance Ltd,511333
511355.BO,India Cements Capital Ltd,511355
511359.BO,Ad-Manum Finance Ltd,511359
511377.BO,Mehta Integrated Finance Ltd,511377
511391.BO,Inter Globe Finance Ltd,511391
511401.BO,Munoth Communication Ltd,511401
511411.BO,Shristi Infrastructure Development Corporation Ltd,511411
CREST.NS,Crest Ventures Ltd,511413
511431.BO,Vakrangee Ltd,511431
511441.BO,Gujarat Credit Corporation Ltd,511441
511447.BO,Sylph Technologies Ltd,511447
511451.BO,Dharani Finance Ltd,511451
511463.BO,Alexander Stamps And Coin Ltd,511463
INDBANK.NS,Indbank Merchant Banking Services Ltd,511473
511493.BO,Shrydus Industries Ltd,511493
511501.BO,Bharat Bhushan Finance & Commodity Brokers Ltd,511501
511505.BO,Capital Trust Ltd,511505
511507.BO,Ushakiran Finance Ltd,511507
511509.BO,Vivo Bio Tech Ltd,511509
511523.BO,Veerhealth Care Ltd,511523
511525.BO,Pan India Corporation Ltd,511525
511533.BO,Sahara Housingfina Corporation Ltd,511533
511535.BO,NDA Securities Ltd,511535
511543.BO,GSB Finance Ltd,511543
511549.BO,Morarka Finance Ltd,511549
MONARCH.NS,Monarch Networth Capital Ltd,511551
511557.BO,Pro Fin Capital Services Ltd,511557
511559.BO,Times Guaranty Ltd,511559
511563.BO,Sanchay Finvest Ltd,511563
511571.BO,Som Datt Finance Corporation Ltd,511571
511577.BO,Savani Financials Ltd,511577
511585.BO,Befound Movement Ltd,511585
AVONMORE.NS,Avonmore Capital & Management Services Ltd,511589
511593.BO,Libord Finance Ltd,511593
511601.BO,Yash Management & Satellite Ltd,511601
ARIHANTCAP.NS,Arihant Capital Markets Ltd,511605
511609.BO,ISL Consulting Ltd,511609
511611.BO,DCM Financial Services Ltd,511611
511626.BO,RR Financial Consultants Ltd,511626
511628.BO,Fedders Holding Ltd,511628
SAMBHAAV.NS,Sambhaav Media Ltd,511630
511634.BO,Dugar Housing Developments Ltd,511634
511636.BO,DJS Stock & Shares Ltd,511636
511644.BO,Omega Interactive Technologies Ltd,511644
511654.BO,Sugal & Damani Share Brokers Ltd,511654
511658.BO,Nettlinx Ltd,511658
511664.BO,BGIL Films & Technologies Ltd,511664
511672.BO,Scan Steels Ltd,511672
GICHSGFIN.NS,GIC Housing Finance Ltd,511676
511688.BO,Mathew Easow Research Securities Ltd,511688
511692.BO,Ajcon Global Services Ltd,511692
511696.BO,Chartered Capital & Investment Ltd,511696
511700.BO,Standard Capital Markets Ltd,511700
511702.BO,YOGI Ltd,511702
511710.BO,Cubical Financial Services Ltd,511710
511712.BO,Relic Technologies Ltd,511712
511714.BO,Nimbus Projects Ltd,511714
511716.BO,Invigorated Business Consulting Ltd,511716
BAIDFIN.NS,Baid Finserv Ltd,511724
VIPULLTD.NS,Vipul Ltd,511726
511728.BO,KZ Leasing & Finance Ltd,511728
511734.BO,Pasupati Fincap Ltd,511734
511738.BO,Mehta Securities Ltd,511738
511740.BO,Ruparel Food Products Ltd,511740
UGROCAP.NS,Ugro Capital Ltd,511742
511754.BO,Shalibhadra Finance Ltd,511754
511756.BO,Abirami Financial Services India Ltd,511756
511758.BO,Mansi Finance (Chennai) Ltd,511758
511764.BO,Aastamangalam Finance Ltd,511764
MUTHOOTCAP.NS,Muthoot Capital Services Ltd,511766
MASTERTR.NS,Master Trust Ltd,511768
512004.BO,Nilkanth Engineering Ltd,512004
512008.BO,EFC (I) Ltd,512008
512014.BO,Sobhagya Mercantile Ltd,512014
512018.BO,CNI Research Ltd,512018
512020.BO,Saraswati Commercial India Ltd,512020
512022.BO,Winro Commercial India Ltd,512022
512025.BO,Banganga Paper Industries Ltd,512025
512026.BO,Vega Jewellers Ltd,512026
512036.BO,Kapil Cotex Ltd,512036
512038.BO,TCC Concept Ltd,512038
512047.BO,Royal India Corporation Ltd,512047
512048.BO,Dhansafal Finserve Ltd,512048
512060.BO,Ventura Guaranty Ltd,512060
512062.BO,Sanmitra Commercial Ltd,512062
512063.BO,Wardwizard Healthcare Ltd,512063
512064.BO,Vishvprabha Ventures Ltd,512064
512065.BO,Mrugesh Trading Ltd,512065
512068.BO,Deccan Gold Mines Ltd,512068
UPL.NS,UPL Ltd,512070
512091.BO,Nibe Ordnance and Maritime Ltd,512091
512093.BO,Cranes Software International Ltd,512093
512097.BO,Saianand Commercial Ltd,512097
512099.BO,Eyantra Ventures Ltd,512099
512101.BO,Triochem Products Ltd,512101
512103.BO,Nidhi Granites Ltd,512103
512115.BO,Rose Merc Ltd,512115
512117.BO,Twin Roses Trades & Agencies Ltd,512117
512131.BO,Signet Industries Ltd,512131
512147.BO,Kajal Synthetics & Silk Mills Ltd,512147
512149.BO,Avance Technologies Ltd,512149
512153.BO,M Lakhamsi Industries Ltd,512153
512157.BO,Terraform Realstate Ltd,512157
SECURKLOUD.NS,Securekloud Technologies Ltd,512161
512165.BO,Abans Enterprises Ltd,512165
512175.BO,Vama Industries Ltd,512175
SUNTECK.NS,Sunteck Realty Ltd,512179
512195.BO,Bentley Commercial Enterprises Ltd,512195
512197.BO,Silveroak Commercials Ltd,512197
512213.BO,Classic Electricals Ltd,512213
512217.BO,Prism Medico and Pharmacy Ltd,512217
512221.BO,SPV Global Trading Ltd,512221
512229.BO,Veritas (India) Ltd,512229
JAICORPLTD.NS,Jai Corp Ltd,512237
512245.BO,Nivi Trading Ltd,512245
512247.BO,Ashirwad Capital Ltd,512247
512257.BO,Swasti Vinayaka Art And Heritage Corporation Ltd,512257
512261.BO,Bajaj Global Ltd,512261
512265.BO,Avon Mercantile Ltd,512265
512267.BO,Media Matrix Worldwide Ltd,512267
512271.BO,Tashi India Ltd,512271
512277.BO,Autoriders International Ltd,512277
512291.BO,Speedage Commercials Ltd,512291
512296.BO,Bhagyanagar India Ltd,512296
512297.BO,Shantai Industries Ltd,512297
512301.BO,Chambal Breweries & Distilleries Ltd,512301
512303.BO,Mansoon Trading Company Ltd,512303
512329.BO,SG Mart Ltd,512329
512341.BO,CES Ltd,512341
512344.BO,Aravali Securities & Finance Ltd,512344
512345.BO,Yash Trading & Finance Ltd,512345
512361.BO,Cupid Breweries And Distilleries Ltd,512361
512367.BO,Sheraton Properties & Finance Ltd,512367
512377.BO,Magnanimous Trade & finance Ltd,512377
512379.BO,Cressanda Railway Solutions Ltd,512379
STARTECK.NS,Starteck Finance Ltd,512381
512393.BO,Shardul Securities Ltd,512393
512399.BO,Sera Investments & Finance India Ltd,512399
512404.BO,Bengal Steel Industries Ltd,512404
512408.BO,Uniworth Securities Ltd,512408
512415.BO,Mercury Trade Links Ltd,512415
512425.BO,Nirav Commercials Ltd,512425
512431.BO,White Hall Commercial Company Ltd,512431
512433.BO,Asutosh Enterprise Ltd,512433
512437.BO,Apollo Finvest India Ltd,512437
512441.BO,Enbee Trade & Finance Ltd,512441
512443.BO,Ganon Products Ltd,512443
512445.BO,Devinsu Trading Ltd,512445
512453.BO,Shri Jagdamba Polymers Ltd,512453
LLOYDSME.NS,Lloyds Metals and Energy Ltd,512455
512461.BO,Punctual Trading Ltd,512461
LLOYDSENT.NS,Lloyds Enterprises Ltd,512463
512477.BO,Betex India Ltd,512477
512479.BO,Virya Resources Ltd,512479
512485.BO,Dhanlaxmi Cotex Ltd,512485
512489.BO,Oasis Securities Ltd,512489
512493.BO,Garnet International Ltd,512493
512499.BO,Shalimar Productions Ltd,512499
512505.BO,Meenakshi Steel Industries Ltd,512505
512511.BO,Varun Mercantile Ltd,512511
512517.BO,Vinayak Vanijya Ltd,512517
DONEAR.NS,Donear Industries Ltd,512519
512527.BO,Super Sales India Ltd,512527
SEQUENT.NS,Sequent Scientific Ltd,512529
512531.BO,State Trading Corporation of India Ltd,512531
ZENITHEXPO.NS,Zenith Exports Ltd,512553
KOHINOOR.NS,Kohinoor Foods Ltd,512559
512565.BO,Neelkanth Ltd,512565
AVANTIFEED.NS,Avanti Feeds Ltd,512573
512587.BO,Zodiac-JRD-MKJ Ltd,512587
512589.BO,Sita Enterprises Ltd,512589
512591.BO,Pulsar International Ltd,512591
512595.BO,Manbro Industries Ltd,512595
KEYFINSERV.NS,Keynote Financial Services Ltd,512597
ADANIENT.NS,Adani Enterprises Ltd,512599
512600.BO,Astal Laboratories Ltd,512600
BHANDARI.NS,Bhandari Hosiery Exports Ltd,512608
512618.BO,RLF Ltd,512618
512624.BO,Regent Enterprises Ltd,512624
512626.BO,Orbit Exports Ltd,512626
512634.BO,Savera Industries Ltd,512634
513005.BO,Chrome Silicon Ltd,513005
513012.BO,Jeet Machine Tools Ltd,513012
NAVA.NS,Nava Ltd,513023
513039.BO,Hindusthan Udyog Ltd,513039
513043.BO,Remi Edelstahl Tubulars Ltd,513043
513059.BO,GS Auto International Ltd,513059
513063.BO,Trans Freight Containers Ltd,513063
SBCL.NS,Shivalik Bimetal Controls Ltd,513097
GANDHITUBE.NS,Gandhi Special Tubes Ltd,513108
513117.BO,Amforge Industries Ltd,513117
513119.BO,Onix Solar Energy Ltd,513119
ORICONENT.NS,Oricon Enterprises Ltd,513121
513149.BO,Acrow India Ltd,513149
513173.BO,Steel Strips Infrastructures Ltd,513173
PENIND.NS,Pennar Industries Ltd,513228
JYOTISTRUC.NS,Jyoti Structures Ltd,513250
513252.BO,Jay Ushin Ltd,513252
SSWL.NS,Steel Strips Wheels Ltd,513262
MANINDS.NS,Man Industries (India) Ltd,513269
513295.BO,Imec Services Ltd,513295
513303.BO,Modern Steels Ltd,513303
513309.BO,Golkonda Aluminium Extrusions Ltd,513309
513337.BO,Gujarat Toolroom Ltd,513337
AJMERA.NS,Ajmera Realty & Infra India Ltd,513349
513353.BO,Cochin Minerals & Rutiles Ltd,513353
513361.BO,India Steel Works Ltd,513361
513369.BO,Krishanveer Forge Ltd,513369
CARBORUNIV.NS,Carborundum Universal Ltd,513375
MMTC.NS,MMTC Ltd,513377
513397.BO,Vallabh Steels Ltd,513397
513401.BO,Ashiana Ispat Ltd,513401
513403.BO,P.M. Telelinnks Ltd,513403
513418.BO,Smiths & Founders (India) Ltd,513418
513422.BO,Bloom Industries Ltd,513422
513430.BO,Maitri Enterprises Ltd,513430
SHAHALLOYS.NS,Shah Alloys Ltd,513436
513452.BO,Elango Industries Ltd,513452
513456.BO,Kanishk Steel Industries Ltd,513456
513460.BO,Mahalaxmi Seamless Ltd,513460
513472.BO,Simplex Castings Ltd,513472
513488.BO,Shree Steel Wire Ropes Ltd,513488
513496.BO,Sizemasters Technology Ltd,513496
513498.BO,Southern Magnesium & Chemicals Ltd,513498
513502.BO,Baroda Extrusion Ltd,513502
513507.BO,Gujarat Containers Ltd,513507
KALYANIFRG.NS,Kalyani Forge Ltd,513509
513511.BO,Panchmahal Steel Ltd,513511
513513.BO,Aditya Ispat Ltd,513513
STEELCAS.NS,Steelcast Ltd,513517
PITTIENG.NS,Pitti Engineering Ltd,513519
513528.BO,Glittek Granites Ltd,513528
513532.BO,Pradeep Metals Ltd,513532
513536.BO,Gujarat Natural Resources Ltd,513536
513540.BO,Tamilnadu Steel Tubes Ltd,513540
513544.BO,Mardia Samyoung Capillary Tubes Company Ltd,513544
513548.BO,Sharda Ispat Ltd,513548
513554.BO,Mahamaya Steel Industries Ltd,513554
513566.BO,Nova Iron & Steel Ltd,513566
513575.BO,Sterling Powergensys Ltd,513575
HINDCOPPER.NS,Hindustan Copper Ltd,513599
513629.BO,Tulsyan NEC Ltd,513629
513642.BO,Axel Polymers Ltd,513642
NLCINDIA.NS,NLC India Ltd,513683
513687.BO,Spectra Industries Ltd,513687
513693.BO,KIC Metaliks Ltd,513693
513699.BO,Solid Stone Company Ltd,513699
513709.BO,Shilp Gravures Ltd,513709
513713.BO,White Organic Agro Ltd,513713
513721.BO,MFS Intercorp Ltd,513721
AROGRANITE.NS,Aro Granite Industries Ltd,513729
514010.BO,Rudra Ecovation Ltd,514010
514028.BO,Rajkamal Synthetics Ltd,514028
514030.BO,Deepak Spinners Ltd,514030
514036.BO,Loyal Textile Mills Ltd,514036
HIMATSEIDE.NS,Himatsingka Seide Ltd,514043
514045.BO,BSL Ltd,514045
514060.BO,Markobenz Ventures Ltd,514060
514087.BO,PBM Polytex Ltd,514087
514128.BO,Konark Synthetic Ltd,514128
514138.BO,Suryalata Spinning Mills Ltd,514138
514140.BO,Suryavanshi Spinning Mills Ltd,514140
514142.BO,T T Ltd,514142
WELSPUNLIV.NS,Welspun Living Ltd,514162
514165.BO,Indian Acrylics Ltd,514165
GANECOS.NS,Ganesha Ecosphere Ltd,514167
514171.BO,Ceeta Industries Ltd,514171
VARDMNPOLY.NS,Vardhman Polytex Ltd,514175
514177.BO,Rishab Special Yarns Ltd,514177
514183.BO,Black Rose Industries Ltd,514183
514197.BO,S & T Corporation Ltd,514197
514211.BO,Sumeet Industries Ltd,514211
514223.BO,Ramgopal Polytex Ltd,514223
SANGAMIND.NS,Sangam India Ltd,514234
514236.BO,TTL Enterprises Ltd,514236
514238.BO,Mkventures Capital Ltd,514238
514240.BO,Kush Industries Ltd,514240
514248.BO,Sreechem Resins Ltd,514248
514260.BO,Surbhi Industries Ltd,514260
514264.BO,Seasons Textiles Ltd,514264
514266.BO,Zenith Fibres Ltd,514266
514272.BO,Bhilwara Spinners Ltd,514272
514274.BO,Aarvee Denims & Exports Ltd,514274
514280.BO,Sanrhea Technical Textiles Ltd,514280
514286.BO,Ashima Ltd,514286
PIONEEREMB.NS,Pioneer Embroideries Ltd,514300
514302.BO,Vippy Spinpro Ltd,514302
514312.BO,Jaihind Synthetics Ltd,514312
514316.BO,Raghuvir Synthetics Ltd,514316
514318.BO,Jattashankar Industries Ltd,514318
514322.BO,Kamadgiri Fashion Ltd,514322
514324.BO,Omnitex Industries India Ltd,514324
514326.BO,Patspin India Ltd,514326
514330.BO,One Global Service Provider Ltd,514330
514332.BO,Neo Infracon Ltd,514332
514336.BO,Genesis Ibrc India Ltd,514336
514348.BO,Winsome Yarns Ltd,514348
PREMIERPOL.NS,Premier Polyfilm Ltd,514354
514358.BO,Everlon Financials Ltd,514358
514360.BO,K&R Rail Engineering Ltd,514360
514378.BO,Yarn Syndicate Ltd,514378
514386.BO,Gujarat Cotex Ltd,514386
514402.BO,Eco Hotels And Resorts Ltd,514402
514412.BO,Sarup Industries Ltd,514412
514414.BO,Oxford Industries Ltd,514414
514418.BO,Mangalam Organics Ltd,514418
514428.BO,Hindustan Adhesives Ltd,514428
514440.BO,Blue Pearl Agriventures Ltd,514440
514442.BO,Sri KPR Industries Ltd,514442
514446.BO,LS Industries Ltd,514446
514448.BO,Jyoti Resins & Adhesives Ltd,514448
MHLXMIRU.NS,Mahalaxmi Rubtech Ltd,514450
514454.BO,Southern Latex Ltd,514454
514460.BO,Oswal Yarns Ltd,514460
514470.BO,Winsome Textile Industries Ltd,514470
515008.BO,Modern Insulators Ltd,515008
REGENCERAM.NS,Regency Ceramics Ltd,515018
ASAHIINDIA.NS,Asahi India Glass Ltd,515030
MURUDCERA.NS,Murudeshwar Ceramics Ltd,515037
515043.BO,Saint Gobain Sekurit India Ltd,515043
ANANTRAJ.NS,Anant Raj Ltd,515055
515059.BO,Madhusudan Industries Ltd,515059
515085.BO,Restile Ceramics Ltd,515085
515093.BO,Madhav Marbles & Granites Ltd,515093
515127.BO,Ramasigns Industries Ltd,515127
515147.BO,Haldyn Glass Ltd,515147
516003.BO,Duroply Industries Ltd,516003
516016.BO,Shreyans Industries Ltd,516016
516020.BO,Agio Paper & Industries Ltd,516020
